3.383556	0.859029
3.403656	0.845223
3.42376	0.82068
3.44386	0.785398
3.464004	0.748583
3.48418	0.701029
3.50432	0.651942
3.524392	0.595185
3.544568	0.535359
3.564744	0.467864
3.584848	0.398835
3.604912	0.326738
3.6251	0.253107
3.645276	0.176408
3.665268	0.098175
3.685452	0.021476
3.705604	-0.058291
3.726724	-0.136524
3.74786	-0.213223
3.769016	-0.28532
3.790212	-0.355884
3.811416	-0.418777
3.832616	-0.475534
3.853736	-0.526155
3.874936	-0.569107
3.89606	-0.604388
3.917256	-0.632
3.938352	-0.651942
3.959688	-0.66268
3.980892	-0.665748
4.002012	-0.66268
4.023216	-0.648874
4.044344	-0.628932
4.065544	-0.60132
4.086664	-0.567573
4.107832	-0.527689
4.129024	-0.48167
4.150212	-0.431048
4.171404	-0.375825
4.19252	-0.316
4.213704	-0.250039
4.234892	-0.185612
4.25608	-0.118116
4.277284	-0.049088
4.298364	0.019942
4.318544	0.085903
4.338608	0.153398
4.35868	0.216291
4.378968	0.277651
4.399064	0.337476
4.419136	0.394233
4.439276	0.447922
4.45934	0.49701
4.479516	0.541495
4.499508	0.579845
4.519796	0.613592
4.539884	0.641204
4.560032	0.661146
4.5801	0.676486
4.600164	0.684155
4.620268	0.685689
4.64034	0.682621
4.660412	0.671884
4.680508	0.65501
4.700684	0.633534
4.720788	0.605922
4.740924	0.572175
4.7611	0.535359
4.781276	0.492408
4.801376	0.446388
4.821484	0.397301
4.84156	0.343612
4.861696	0.289922
4.881872	0.233165
4.901976	0.17334
4.922116	0.113515
4.942184	0.052155
4.962264	-0.009204
4.98354	-0.072097
5.00474	-0.131922
5.025952	-0.190214
5.047148	-0.245437
5.068348	-0.297592
5.089544	-0.345146
5.11074	-0.386563
5.131908	-0.423379
5.153104	-0.454058
5.174308	-0.477068
5.195508	-0.493942
5.216708	-0.50468
5.237872	-0.507748
5.259072	-0.506214
5.280272	-0.49701
5.301396	-0.480136
5.322632	-0.45866
5.34384	-0.431048
5.365036	-0.397301
5.386236	-0.358952
5.40744	-0.317534
5.428604	-0.271514
5.449692	-0.222427
5.470888	-0.171806
5.492164	-0.121184
5.513372	-0.067495
5.534536	-0.012272
5.555724	0.042951
5.575748	0.095107
5.59588	0.147262
5.616016	0.197884
5.6362	0.245437
5.6563	0.289922
5.6764	0.332874
5.6965	0.374291
5.716652	0.411107
5.736796	0.444854
5.756888	0.474
5.777036	0.500078
5.797136	0.52002
5.81724	0.535359
5.837312	0.546097
5.857412	0.552233
5.877484	0.552233
5.89766	0.547631
5.917808	0.538427
5.937876	0.524621
5.958052	0.50468
5.97816	0.48167
5.998556	0.454058
6.018668	0.421845
6.038836	0.388097
6.059024	0.351282
6.079164	0.309864
6.099296	0.268447
6.119364	0.223961
6.13952	0.176408
6.1597	0.128854
6.1798	0.079767
6.199948	0.03068
6.220096	-0.016874
6.241224	-0.065961
6.262436	-0.115048
6.283632	-0.159534
6.304836	-0.202486
6.325956	-0.242369
6.347156	-0.27765
6.368288	-0.309864
6.38956	-0.337476
6.410796	-0.358952
6.43192	-0.375825
6.453192	-0.388097
6.474324	-0.394233
6.495592	-0.395767
6.516712	-0.391165
6.537876	-0.380427
6.55904	-0.365088
6.58016	-0.34668
6.601252	-0.322136
6.622452	-0.294524
6.643568	-0.260777
6.664768	-0.227029
6.685888	-0.190214
6.707052	-0.151864
6.728244	-0.11198
6.74952	-0.069029
6.770724	-0.026078
6.79198	0.016874
6.812084	0.058291
6.832268	0.099709
6.852404	0.141126
6.87258	0.179476
6.892648	0.216291
6.912784	0.251573
6.932884	0.283786
6.952992	0.314466
6.973172	0.342078
6.993276	0.366621
7.013376	0.388097
7.03356	0.406505
7.053732	0.420311
7.07384	0.431049
7.094164	0.437185
7.114316	0.440253
7.134392	0.440253
7.154456	0.435651
7.174528	0.426447
7.194676	0.414175
7.21482	0.397301
7.23496	0.377359
7.255144	0.355884
7.275204	0.329806
7.295348	0.302194
7.315448	0.271515
7.335556	0.239301
7.355696	0.204019
7.375804	0.168738
7.395948	0.130388
7.41612	0.092039
7.436224	0.053689
7.456376	0.01534
7.476564	-0.02301
7.497688	-0.061359
7.518888	-0.098175
7.54016	-0.133456
7.561332	-0.16567
7.582608	-0.194816
7.603812	-0.222427
7.624936	-0.245437
7.646132	-0.263844
7.667264	-0.280718
7.688536	-0.291456
7.709736	-0.299126
7.730968	-0.302194
7.752168	-0.30066
7.773368	-0.294524
7.794564	-0.283786
7.815768	-0.26998
7.836888	-0.251573
7.858088	-0.231631
7.879372	-0.207088
7.900492	-0.18101
7.9217	-0.153398
7.9429	-0.124252
7.9641	-0.093573
7.985312	-0.061359
8.006472	-0.027612
8.027585	0.006136
8.047657	0.03835
8.067756	0.070563
8.087892	0.101243
8.108073	0.133456
8.128212	0.162602
8.148385	0.191748
8.168457	0.217825
8.188596	0.242369
8.208728	0.263845
8.228904	0.283786
8.248969	0.302194
8.269104	0.316
8.289293	0.328272
8.309465	0.337476
8.329632	0.343612
8.34974	0.34668
8.369913	0.348214
8.389976	0.34668
8.410073	0.340544
8.430145	0.33134
8.450321	0.320602
8.470493	0.305262
8.490673	0.288388
8.510845	0.269981
8.531024	0.248505
8.551197	0.225495
8.571292	0.200952
8.591477	0.17334
8.611653	0.145728
8.631824	0.116583
8.651925	0.085903
8.671984	0.055223
8.692156	0.026078
8.712316	-0.004602
8.733512	-0.033748
8.754713	-0.062893
8.775833	-0.090505
8.797033	-0.115048
8.818117	-0.138058
8.839241	-0.158
8.860432	-0.176408
8.881621	-0.191748
8.902829	-0.20402
8.924013	-0.213223
8.945204	-0.219359
8.966324	-0.220893
8.987517	-0.220893
9.008716	-0.217825
9.029912	-0.210155
9.051109	-0.199418
9.072313	-0.187146
9.093508	-0.171806
9.114641	-0.153398
9.135801	-0.13499
9.156992	-0.115048
9.178277	-0.093573
9.199468	-0.069029
9.220664	-0.04602
9.241825	-0.019942
9.263005	0.004602
9.283185	0.029146
9.303277	0.053689
9.323336	0.078233
9.343433	0.101243
9.36358	0.124252
9.383716	0.145728
9.403884	0.167204
9.423993	0.185612
9.444056	0.202485
9.464224	0.217825
9.484409	0.231631
9.504472	0.243903
9.524568	0.253107
9.544629	0.260777
9.564697	0.265379
9.584869	0.268447
9.604888	0.269981
9.625061	0.268447
9.64516	0.265379
9.665332	0.259243
9.685504	0.250039
9.705596	0.240835
9.725661	0.227029
9.74576	0.213223
9.765856	0.197884
9.786001	0.179476
9.806133	0.161068
9.826296	0.141126
9.846364	0.119651
9.866464	0.098175
9.886636	0.075165
9.906708	0.052155
9.926804	0.03068
9.946941	0.00767
9.967088	-0.013806
9.988217	-0.035282
10.009449	-0.055223
10.031772	-0.075165
10.054017	-0.093573
10.076333	-0.108912
10.098612	-0.122718
10.120824	-0.133456
10.143109	-0.14266
10.1654	-0.148796
10.187705	-0.151864
10.20992	-0.151864
10.232196	-0.15033
10.254485	-0.145728
10.276757	-0.139592
10.299	-0.130388
10.321316	-0.118116
10.343636	-0.105844
10.36584	-0.090505
10.388129	-0.075165
10.410445	-0.058291
10.432688	-0.041418
10.454929	-0.021476
10.47722	-0.003068
10.499525	0.016874
10.520749	0.035282
10.541996	0.053689
10.563188	0.072097
10.584481	0.088971
10.605676	0.107379
10.626856	0.122718
10.647929	0.138058
10.66912	0.151864
10.690373	0.164136
10.711592	0.174874
10.732845	0.184078
10.754029	0.190214
10.775293	0.19635
10.796512	0.199418
10.817736	0.202485
10.83892	0.202485
10.86022	0.200952
10.881437	0.197884
10.902705	0.191748
10.923913	0.185612
10.9451	0.176408
10.966284	0.16567
10.987504	0.153398
11.008621	0.141126
11.029849	0.12732
11.051113	0.111981
11.072337	0.095107
11.093521	0.078233
11.114705	0.061359
11.135892	0.046019
11.157073	0.029146
11.178328	0.012272
11.199537	-0.003068
11.221813	-0.018408
11.244092	-0.033748
11.266337	-0.04602
11.288628	-0.058291
11.311048	-0.069029
11.33334	-0.078233
11.355545	-0.084369
11.377753	-0.088971
11.400032	-0.092039
11.422361	-0.093573
11.444637	-0.093573
11.466924	-0.090505
11.489169	-0.087437
11.511417	-0.081301
11.53362	-0.073631
11.556056	-0.064427
11.578261	-0.055223
11.600508	-0.044486
11.622828	-0.033748
11.645072	-0.021476
11.667348	-0.009204
11.689584	0.004602
11.710772	0.016874
11.731996	0.029146
11.75318	0.041417
11.774396	0.053689
11.79562	0.065961
11.816801	0.076699
11.838065	0.087437
11.85928	0.098175
11.880469	0.107379
11.901648	0.116583
11.922868	0.124252
11.944056	0.130388
11.965312	0.13499
11.986469	0.139592
12.007644	0.14266
12.028904	0.144194
12.050132	0.144194
12.071352	0.144194
12.092617	0.14266
12.113797	0.138058
12.135065	0.133456
12.156245	0.12732
12.177549	0.121184
12.198733	0.113515
12.219917	0.104311
12.241096	0.095107
12.26232	0.085903
12.283473	0.075165
12.304693	0.064427
12.325873	0.053689
12.347061	0.042951
12.368316	0.032214
12.389465	0.02301
12.410644	0.012272
12.431864	0.003068
12.453064	-0.006136
12.47538	-0.013806
12.497585	-0.021476
12.519821	-0.027612
12.542144	-0.033748
12.564349	-0.036816
12.586592	-0.039884
12.608908	-0.041418
12.631156	-0.041418
12.653469	-0.041418
12.675717	-0.041418
12.698033	-0.036816
12.720273	-0.033748
12.742548	-0.029146
12.764801	-0.02301
12.78704	-0.016874
12.809369	-0.010738
12.831577	-0.003068
12.853733	0.003068
12.874917	0.010738
12.896097	0.018408
12.917288	0.026078
12.938545	0.032214
12.959769	0.039883
12.980957	0.047553
13.002177	0.053689
13.023396	0.059825
13.044581	0.065961
13.065844	0.070563
13.08706	0.076699
13.108257	0.079767
13.129445	0.084369
13.150736	0.087437
13.171913	0.090505
13.193201	0.092039
13.214392	0.092039
13.235576	0.093573
13.256769	0.093573
13.278024	0.093573
13.299241	0.090505
13.320425	0.088971
13.341609	0.085903
13.362792	0.081301
13.384053	0.078233
13.405272	0.073631
13.426452	0.069029
13.447745	0.062893
13.469004	0.058291
13.490148	0.052155
13.511268	0.047553
13.532525	0.041417
13.55382	0.036816
13.575077	0.03068
13.596344	0.026078
13.617561	0.021476
13.638669	0.016874
13.659849	0.013806
13.681133	0.009204
13.702428	0.00767
13.723608	0.004602
13.744876	0.003068
13.766088	0.001534
13.787273	0.001534
13.808532	0.001534
13.829725	0.001534
13.85084	0.001534
13.87214	0.003068
13.893392	0.006136
13.914616	0.00767
13.9358	0.010738
13.956984	0.013806
13.978244	0.016874
13.999428	0.019942
14.020616	0.02301
14.0418	0.026078
14.062949	0.029146
14.084213	0.032214
14.105437	0.035282
14.126668	0.036816
14.14796	0.039883
14.169157	0.042951
14.190417	0.044485
14.211601	0.046019
14.232776	0.047553
14.254069	0.049087
14.275264	0.050621
14.296484	0.052155
14.317676	0.052155
14.338929	0.052155
14.36012	0.052155
14.38134	0.052155
14.402521	0.052155
14.423712	0.052155
14.444889	0.050621
14.46608	0.049087
14.48726	0.049087
14.508517	0.047553
14.529736	0.046019
14.550916	0.044485
14.572105	0.041417
14.593289	0.039883
14.614473	0.03835
14.635661	0.036816
14.656916	0.035282
14.678216	0.035282
14.699508	0.033748
14.720697	0.032214
14.741845	0.03068
14.763045	0.03068
14.784229	0.03068
14.805484	0.029146
14.826597	0.029146
14.847777	0.029146
14.868925	0.029146
14.890185	0.029146
14.911296	0.029146
14.932473	0.029146
14.953732	0.03068
14.975028	0.03068
14.996389	0.032214
15.017584	0.032214
15.038688	0.033748
15.059877	0.033748
15.081076	0.035282
15.102256	0.035282
15.12356	0.035282
15.144741	0.035282
15.166036	0.036816
15.18722	0.036816
15.208404	0.036816
15.229668	0.036816
15.250848	0.036816
15.272041	0.036816
15.293225	0.036816
15.314409	0.035282
15.33566	0.035282
